Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EV_A,EV_B,EV_diff
3506,True,19,2,34,0.9,-13,39,0.5,18,2,6,False,0,0.7263157894736842,0.3603117558497207,29.3,28.5,-0.8000000000000007
3507,False,15,1,7,0.4,4,31,0.6,-35,0,1,False,-1,0.3384615384615385,0.3632761606445513,5.2,4.599999999999998,-0.6000000000000023
3507,True,17,3,7,0.4,4,31,0.6,-35,0,1,False,-1,0.4941176470588236,0.4249567452036944,5.2,4.599999999999998,-0.6000000000000023
3508,True,16,3,16,1.0,16,18,0.05,15,1,2,True,0,0.6375000000000001,0.4080441152620633,16.0,15.15,-0.8499999999999996
3509,True,18,4,26,0.2,14,27,0.6,3,1,8,False,0,0.5666666666666668,0.358099558946457,16.400000000000002,17.4,0.9999999999999964
3510,True,16,3,30,1.0,30,33,0.75,18,1,8,False,0,0.4375,0.4014556845614054,30.0,29.25,-0.75
3512,False,15,1,44,0.5,-4,38,0.25,12,3,4,False,0,0.6266666666666667,0.4131182235954578,20.0,18.5,-1.5
3514,False,15,1,-5,1.0,-5,11,0.01,-5,1,8,False,0,0.8799999999999998,0.2366431913239846,-5.0,-4.84,0.16000000000000014
3514,True,16,3,-5,1.0,-5,11,0.01,-5,1,8,False,0,0.9,0.2065591117977288,-5.0,-4.84,0.16000000000000014
3515,True,16,3,30,1.0,30,30,1.0,30,2,6,False,0,0.5749999999999998,0.3642343567906062,30.0,30.0,0.0
3516,False,15,1,-2,1.0,-2,9,0.1,-6,0,1,False,0,0.5333333333333333,0.3976119189552019,-2.0,-4.5,-2.5
3516,True,18,4,-2,1.0,-2,9,0.1,-6,0,1,False,0,0.4444444444444444,0.3973770208907734,-2.0,-4.5,-2.5
3517,True,17,4,16,1.0,16,71,0.05,15,1,6,False,0,0.7764705882352941,0.290537028114976,16.0,17.8,1.8000000000000007
3518,True,18,3,40,0.2,0,55,0.4,-18,0,1,True,0,0.3444444444444444,0.3052910322611605,8.0,11.200000000000001,3.200000000000001
3519,False,16,1,53,0.25,-7,27,0.5,-14,0,1,False,0,0.4625,0.3556683848755748,8.0,6.5,-1.5
3519,True,17,2,53,0.25,-7,27,0.5,-14,0,1,False,0,0.4000000000000001,0.3674234614174767,8.0,6.5,-1.5
3521,True,17,3,53,0.4,-49,-1,0.9,-41,3,3,False,0,0.2235294117647058,0.2222875720904845,-8.199999999999996,-4.999999999999999,3.1999999999999966
3522,False,16,1,-5,1.0,-5,4,0.5,-12,1,2,False,0,0.8625,0.2156385865284782,-5.0,-4.0,1.0
3522,True,15,3,-5,1.0,-5,4,0.5,-12,1,2,False,0,0.76,0.3135055251278904,-5.0,-4.0,1.0
3524,False,32,1,2,1.0,2,83,0.2,-21,3,6,False,0,0.4500000000000001,0.4219769142133633,2.0,-0.1999999999999993,-2.1999999999999993
3525,False,16,1,4,1.0,4,62,0.2,-11,1,2,False,0,0.5499999999999999,0.4163331998932265,4.0,3.5999999999999996,-0.40000000000000036
3530,False,16,1,52,0.1,24,30,0.95,-43,3,3,False,0,0.3875,0.4161329915623929,26.8,26.349999999999998,-0.45000000000000284
3530,True,17,2,52,0.1,24,30,0.95,-43,3,3,False,0,0.3058823529411765,0.3682230781660998,26.8,26.349999999999998,-0.45000000000000284
3531,True,17,5,31,0.8,17,34,0.9,-44,0,1,True,0,0.2588235294117647,0.2980327656680801,28.2,26.200000000000003,-1.9999999999999964
3532,False,16,1,34,0.1,0,82,0.01,5,1,6,False,1,0.7625000000000001,0.3201562118716424,3.4000000000000004,5.7700000000000005,2.37
3532,True,16,2,34,0.1,0,82,0.01,5,1,6,False,1,0.8875000000000001,0.162788205960997,3.4000000000000004,5.7700000000000005,2.37
3533,False,16,1,69,0.05,11,37,0.2,7,1,8,False,0,0.475,0.3924283374069717,13.899999999999999,13.0,-0.8999999999999986
3533,True,18,5,69,0.05,11,37,0.2,7,1,8,False,0,0.4444444444444444,0.3665775292722131,13.899999999999999,13.0,-0.8999999999999986
3536,True,21,2,-6,1.0,-6,80,0.1,-17,1,4,False,0,0.4380952380952381,0.412887624513245,-6.0,-7.300000000000001,-1.3000000000000007
3537,True,16,2,22,1.0,22,105,0.2,3,0,1,False,0,0.5375,0.3703601850451351,22.0,23.4,1.3999999999999986
3539,False,15,1,-8,1.0,-8,12,0.4,-18,0,1,False,0,0.7866666666666667,0.2774029216723951,-8.0,-5.999999999999998,2.0000000000000018
3539,True,17,5,-8,1.0,-8,12,0.4,-18,0,1,False,0,0.5764705882352942,0.4176263457995465,-8.0,-5.999999999999998,2.0000000000000018
3542,True,16,5,60,0.25,-7,10,1.0,10,1,4,False,0,0.5874999999999999,0.3964425136973414,9.75,10.0,0.25
3543,True,18,2,66,0.25,10,28,0.75,-1,2,5,False,-1,0.5222222222222223,0.3573687427583078,24.0,20.75,-3.25
3547,True,17,5,3,1.0,3,29,0.4,-11,1,8,False,0,0.6823529411764705,0.3244905509364777,3.0,5.000000000000002,2.0000000000000018
3548,True,19,4,20,1.0,20,59,0.25,11,0,1,False,0,0.5789473684210527,0.3392458095514897,20.0,23.0,3.0
3551,True,17,3,9,0.5,-7,21,0.75,-50,0,1,False,0,0.6470588235294117,0.3776864557056944,1.0,3.25,2.25
3552,True,17,2,1,0.25,-3,2,0.5,-7,3,5,True,1,0.5882352941176471,0.3120143284794316,-2.0,-2.5,-0.5
3555,True,16,2,30,1.0,30,30,1.0,30,1,2,False,0,0.4,0.4,30.0,30.0,0.0
3558,True,16,5,11,1.0,11,57,0.4,-18,1,4,False,0,0.3375,0.2895398648430529,11.0,12.000000000000002,1.0000000000000018
3559,True,16,5,47,0.4,9,24,1.0,24,1,2,False,0,0.6125,0.3138470965295043,24.2,24.0,-0.1999999999999993
3562,False,15,1,4,1.0,4,84,0.05,2,0,1,False,0,0.8400000000000002,0.2529822128134703,4.0,6.1,2.0999999999999996
3563,False,16,1,26,0.05,-1,30,0.4,-15,0,1,False,0,0.3625,0.4209117088733297,0.3500000000000001,3.0,2.65
3568,True,16,5,-6,0.9,-12,37,0.25,-17,0,1,False,0,0.7250000000000001,0.2720294101747089,-6.6,-3.5,3.0999999999999996
3569,False,16,1,-2,1.0,-2,4,0.6,-9,2,2,True,0,0.7625000000000001,0.2753785273643051,-2.0,-1.2000000000000002,0.7999999999999998
3569,True,16,4,-2,1.0,-2,4,0.6,-9,2,2,True,0,0.8125,0.2963668897386031,-2.0,-1.2000000000000002,0.7999999999999998
3571,True,17,2,21,1.0,21,99,0.01,18,1,2,False,0,0.5176470588235293,0.4126670784628438,21.0,18.81,-2.1900000000000013
3573,False,17,1,37,0.1,-10,35,0.2,-13,0,1,True,0,0.5882352941176471,0.2955553098431334,-5.3,-3.4000000000000004,1.8999999999999995
3576,True,17,3,89,0.1,3,19,0.8,-6,2,4,True,0,0.6941176470588235,0.2838806708709095,11.600000000000001,14.000000000000002,2.4000000000000004
3577,True,16,4,1,1.0,1,20,0.6,-25,0,1,False,0,0.525,0.4123105625617659,1.0,2.0,1.0
3579,False,17,1,15,0.6,-10,5,1.0,5,0,1,False,0,0.5486631016042781,0.3615414253391531,5.0,5.0,0.0
3583,False,16,1,23,1.0,23,60,0.4,-4,0,1,False,0,0.175,0.2408318915758459,23.0,21.6,-1.3999999999999986
3583,True,15,4,23,1.0,23,60,0.4,-4,0,1,False,0,0.3466666666666667,0.324844285041017,23.0,21.6,-1.3999999999999986
3591,True,16,3,40,0.6,-20,18,0.4,11,0,1,False,0,0.5750000000000001,0.3255764119219941,16.0,13.8,-2.1999999999999993
3592,True,17,3,48,0.6,-39,15,0.75,1,1,2,True,0,0.6588235294117647,0.3222165877352758,13.199999999999996,11.5,-1.6999999999999957
3593,True,17,5,2,1.0,2,4,0.2,-1,1,6,True,0,0.6705882352941177,0.3386825687172889,2.0,0.0,-2.0
3594,False,16,1,10,0.9,-10,63,0.4,-24,3,4,False,-1,0.275,0.3991657967979388,8.0,10.800000000000004,2.8000000000000043
3594,True,15,4,10,0.9,-10,63,0.4,-24,3,4,False,-1,0.6133333333333333,0.4033195589934446,8.0,10.800000000000004,2.8000000000000043
3596,True,16,2,7,1.0,7,5,0.4,3,0,1,False,0,0.1125,0.2187083293643233,7.0,3.8,-3.2
3597,True,16,3,27,1.0,27,30,0.25,30,0,1,False,0,0.875,0.2294921930407801,27.0,30.0,3.0
3599,True,16,5,37,0.75,-35,63,0.5,-28,1,6,False,0,0.45,0.3386246693120078,19.0,17.5,-1.5
3602,True,18,5,79,0.25,10,27,1.0,27,2,2,True,0,0.4888888888888889,0.3771236166328253,27.25,27.0,-0.25
3610,False,15,1,2,1.0,2,23,0.01,5,0,1,False,0,0.84,0.264034629763381,2.0,5.180000000000001,3.1800000000000006
3611,True,18,2,18,1.0,18,27,0.5,10,0,1,True,0,0.5777777777777777,0.3281957012220812,18.0,18.5,0.5
3615,False,15,1,40,0.01,6,93,0.4,-50,2,6,False,0,0.2,0.29277002188456,6.34,7.200000000000003,0.860000000000003
3616,True,17,4,3,1.0,3,3,0.8,0,2,3,False,0,0.4823529411764706,0.4530939390976873,3.0,2.4000000000000004,-0.5999999999999996
3617,True,16,4,30,1.0,30,34,0.8,10,1,4,False,0,0.4875,0.4129164564412516,30.0,29.200000000000003,-0.7999999999999972
3618,True,19,2,20,1.0,20,21,0.8,13,0,1,False,0,0.1368421052631579,0.2909954683033731,20.0,19.4,-0.6000000000000014
3620,False,15,1,82,0.2,12,43,0.1,23,2,2,True,0,0.7733333333333334,0.2604026186687142,26.000000000000004,25.0,-1.0000000000000036
3620,True,16,3,82,0.2,12,43,0.1,23,2,2,True,0,0.675,0.3714835124201341,26.000000000000004,25.0,-1.0000000000000036
3621,True,16,5,18,1.0,18,27,0.75,3,1,6,False,0,0.7125000000000001,0.35,18.0,21.0,3.0
3622,True,16,3,-10,1.0,-10,21,0.5,-37,0,1,False,0,0.7750000000000001,0.2720294101747089,-10.0,-8.0,2.0
3623,False,15,1,14,1.0,14,64,0.1,5,0,1,False,0,0.2666666666666666,0.3177300441449957,14.0,10.9,-3.0999999999999996
3623,True,16,4,14,1.0,14,64,0.1,5,0,1,False,0,0.325,0.4494441010848846,14.0,10.9,-3.0999999999999996
3624,True,17,3,19,0.25,-9,-2,1.0,-2,0,1,False,0,0.3647058823529412,0.4256482944735422,-2.0,-2.0,0.0
3626,True,18,4,1,1.0,1,33,0.25,-8,2,7,True,0,0.7,0.3514675116774036,1.0,2.25,1.25
3628,True,16,2,4,1.0,4,22,0.6,-17,0,1,False,0,0.625,0.3255764119219941,4.0,6.399999999999999,2.3999999999999986
3639,False,18,1,21,0.5,-13,18,0.4,0,0,1,False,0,0.7222222222222222,0.3227739248079803,4.0,7.2,3.2
3639,True,16,4,21,0.5,-13,18,0.4,0,0,1,False,0,0.6125000000000002,0.3304037933599835,4.0,7.2,3.2
3643,False,17,1,11,1.0,11,78,0.4,-29,0,1,True,0,0.3163398692810458,0.3224644120248198,11.0,13.800000000000004,2.8000000000000043
3643,True,15,2,11,1.0,11,78,0.4,-29,0,1,True,0,0.4533333333333333,0.4033195589934446,11.0,13.800000000000004,2.8000000000000043
3644,True,16,5,72,0.25,-8,71,0.05,8,0,1,False,0,0.6625,0.2895398648430529,12.0,11.15,-0.8499999999999996
3645,True,16,2,17,1.0,17,90,0.4,-37,0,1,True,0,0.3250000000000001,0.3642343567906062,17.0,13.8,-3.1999999999999993
3647,True,16,3,35,0.05,17,17,0.99,-2,0,1,True,-1,0.1375,0.2604483314082341,17.9,16.81,-1.0899999999999999
3650,True,17,3,18,1.0,18,64,0.5,-34,0,1,False,0,0.4352941176470589,0.3258473117707668,18.0,15.0,-3.0
3652,False,16,1,22,0.75,-9,56,0.4,-11,0,1,False,0,0.3250000000000001,0.2720294101747089,14.25,15.800000000000002,1.5500000000000025
3652,True,16,5,22,0.75,-9,56,0.4,-11,0,1,False,0,0.275,0.3855731664245668,14.25,15.800000000000002,1.5500000000000025
3653,False,16,1,24,1.0,24,75,0.25,4,3,3,False,0,0.2750000000000001,0.3087609647175843,24.0,21.75,-2.25
3653,True,16,3,24,1.0,24,75,0.25,4,3,3,False,0,0.3625,0.4272001872658765,24.0,21.75,-2.25
3654,True,31,4,-8,1.0,-8,50,0.05,-13,1,6,False,0,0.5677419354838711,0.3467824455132195,-8.0,-9.85,-1.8499999999999996
3655,True,18,3,83,0.2,-10,94,0.25,-20,3,2,False,0,0.4444444444444444,0.3973770208907733,8.600000000000001,8.5,-0.10000000000000142
3656,False,16,1,29,1.0,29,36,0.4,19,0,1,False,0,0.425,0.3492849839314597,29.0,25.8,-3.1999999999999993
3658,False,16,1,29,1.0,29,32,0.95,12,2,2,True,0,0.3625,0.3810074364978545,29.0,31.0,2.0
3660,True,16,3,15,1.0,15,70,0.2,2,1,8,False,0,0.5375000000000001,0.3703601850451351,15.0,15.6,0.5999999999999996
3666,True,16,3,25,1.0,25,60,0.2,17,1,8,True,0,0.675,0.2909753712372693,25.0,25.6,0.6000000000000014
3667,False,16,1,18,1.0,18,19,0.99,-6,3,5,False,0,0.4625,0.3630886025935451,18.0,18.75,0.75
3667,True,16,4,18,1.0,18,19,0.99,-6,3,5,False,0,0.5375000000000001,0.3630886025935451,18.0,18.75,0.75
3668,True,19,3,51,0.2,-9,26,0.5,-21,0,1,False,0,0.4631578947368421,0.3200877072786101,3.000000000000001,2.5,-0.5000000000000009
3671,True,18,2,72,0.25,9,25,1.0,25,3,6,False,0,0.5111111111111112,0.3007615606088472,24.75,25.0,0.25
3672,True,18,3,6,0.9,5,23,0.25,-4,0,1,False,0,0.2111111111111111,0.2609685328988894,5.9,2.75,-3.1500000000000004
3675,False,16,1,14,0.9,-9,35,0.2,5,0,1,False,0,0.7145833333333333,0.3350994877147184,11.7,11.0,-0.6999999999999993
3675,True,15,4,14,0.9,-9,35,0.2,5,0,1,False,0,0.4266666666666667,0.3918211448145818,11.7,11.0,-0.6999999999999993
3676,True,17,4,8,1.0,8,7,0.95,5,0,1,True,0,0.1294117647058823,0.1723539449880425,8.0,6.8999999999999995,-1.1000000000000005
3677,True,16,5,87,0.5,-47,39,0.2,19,0,1,False,0,0.5374999999999999,0.3324154027718932,20.0,23.0,3.0
3678,True,19,5,16,1.0,16,70,0.2,1,2,5,False,0,0.4105263157894737,0.4135143915836347,16.0,14.8,-1.1999999999999993
3680,True,18,2,23,0.25,-9,108,0.2,-29,0,1,False,-1,0.5555555555555556,0.3973770208907734,-1.0,-1.6000000000000014,-0.6000000000000014
3681,True,18,5,25,0.25,16,26,0.01,18,3,4,False,1,0.5111111111111111,0.4404394715560529,18.25,18.080000000000002,-0.16999999999999815
3682,False,16,1,4,1.0,4,9,0.25,-2,1,6,False,0,0.45,0.4289522117905443,4.0,0.75,-3.25
3684,False,16,1,28,0.4,0,11,1.0,11,0,1,False,0,0.65,0.3306559138036598,11.200000000000001,11.0,-0.20000000000000107
3684,True,30,2,28,0.4,0,11,1.0,11,0,1,False,0,0.5066666666666666,0.3666562171969752,11.200000000000001,11.0,-0.20000000000000107
3685,True,16,3,12,1.0,12,47,0.5,-25,0,1,False,0,0.3875,0.4161329915623929,12.0,11.0,-1.0
3690,True,16,5,3,1.0,3,8,0.95,-24,0,1,False,0,0.7,0.3723797345005049,3.0,6.399999999999999,3.3999999999999986
3693,False,16,1,31,0.5,3,22,0.75,-4,1,2,False,0,0.425,0.3785938897200182,17.0,15.5,-1.5
3695,True,17,5,24,0.8,18,23,0.9,-6,1,8,False,0,0.2705882352941177,0.3386825687172889,22.8,20.099999999999998,-2.700000000000003
3696,True,16,3,9,1.0,9,9,0.75,-4,3,4,False,0,0.3625,0.4080441152620633,9.0,5.75,-3.25
3697,False,16,1,77,0.05,-7,2,0.4,-2,3,4,False,0,0.4,0.4066120181860509,-2.7999999999999994,-0.3999999999999999,2.3999999999999995
3702,True,16,4,49,0.05,9,60,0.25,-3,0,1,True,0,0.425,0.3172801075810878,11.0,12.75,1.75
3705,False,18,1,13,1.0,13,71,0.4,-28,1,8,True,0,0.6222222222222222,0.355718916719955,13.0,11.600000000000001,-1.3999999999999986
3706,True,18,2,16,0.8,-19,9,1.0,9,3,5,True,0,0.4,0.3429971702850177,9.000000000000002,9.0,-1.7763568394002505e-15
3707,True,17,3,20,1.0,20,29,0.5,10,1,4,False,0,0.388235294117647,0.4328428596805896,20.0,19.5,-0.5
3709,False,17,1,67,0.01,30,34,0.95,6,1,6,True,0,0.5294117647058824,0.3531372004659678,30.37,32.599999999999994,2.2299999999999933
3709,True,16,2,67,0.01,30,34,0.95,6,1,6,True,0,0.475,0.3991657967979387,30.37,32.599999999999994,2.2299999999999933
3711,False,17,1,0,0.25,-8,-4,0.4,-12,3,5,True,0,0.2235294117647059,0.290537028114976,-6.0,-8.799999999999999,-2.799999999999999
3711,True,15,5,0,0.25,-8,-4,0.4,-12,3,5,True,0,0.2533333333333333,0.324844285041017,-6.0,-8.799999999999999,-2.799999999999999
3712,True,18,3,37,0.05,24,32,0.2,21,0,1,False,1,0.2555555555555555,0.3681787005729087,24.65,23.200000000000003,-1.4499999999999957
3713,False,16,1,-3,1.0,-3,29,0.1,-3,3,6,True,0,0.7875,0.2473189573539939,-3.0,0.20000000000000018,3.2
3713,True,16,2,-3,1.0,-3,29,0.1,-3,3,6,True,0,0.9,0.1932183566158592,-3.0,0.20000000000000018,3.2
3714,False,16,1,29,1.0,29,66,0.6,-20,2,5,True,0,0.625,0.3,29.0,31.6,2.6000000000000014
3714,True,16,2,29,1.0,29,66,0.6,-20,2,5,True,0,0.725,0.3255764119219941,29.0,31.6,2.6000000000000014
3716,True,16,5,23,0.05,19,20,0.8,7,1,2,False,0,0.325,0.3415650255319866,19.2,17.4,-1.8000000000000007
3719,False,16,1,53,0.6,-9,80,0.5,-19,1,2,False,-1,0.6500000000000001,0.3829708431025353,28.199999999999996,30.5,2.3000000000000043
3719,True,16,3,53,0.6,-9,80,0.5,-19,1,2,False,-1,0.6625,0.3556683848755748,28.199999999999996,30.5,2.3000000000000043
3720,False,16,1,67,0.05,28,32,0.99,-24,2,7,False,0,0.3875,0.4096746676734276,29.95,31.439999999999998,1.4899999999999984
3721,False,16,1,16,1.0,16,20,0.6,9,0,1,False,0,0.2625,0.3703601850451351,16.0,15.6,-0.40000000000000036
3721,True,16,3,16,1.0,16,20,0.6,9,0,1,False,0,0.3375,0.3774917217635375,16.0,15.6,-0.40000000000000036
3722,True,17,4,4,1.0,4,94,0.25,-27,3,5,True,0,0.8117647058823529,0.2781239672816253,4.0,3.25,-0.75
3724,True,16,3,6,1.0,6,10,0.9,-3,0,1,False,0,0.4875,0.393064880140671,6.0,8.7,2.6999999999999993
3725,True,19,3,9,1.0,9,58,0.4,-25,0,1,False,0,0.2842105263157896,0.2692853874294721,9.0,8.200000000000003,-0.7999999999999972
3727,True,16,2,39,0.5,-5,22,0.9,-5,3,5,False,1,0.525,0.4123105625617659,17.0,19.3,2.3000000000000007
3729,False,16,1,15,1.0,15,71,0.5,-35,0,1,True,0,0.3125,0.3422961680572347,15.0,18.0,3.0
3729,True,15,3,15,1.0,15,71,0.5,-35,0,1,True,0,0.4800000000000001,0.352946778667023,15.0,18.0,3.0
3730,False,16,1,-7,1.0,-7,53,0.2,-24,1,8,False,0,0.6124999999999999,0.4031128874149275,-7.0,-8.600000000000001,-1.6000000000000014
3730,True,30,3,-7,1.0,-7,53,0.2,-24,1,8,False,0,0.5066666666666666,0.4126728129822857,-7.0,-8.600000000000001,-1.6000000000000014
3731,False,16,1,25,0.75,-23,60,0.25,-3,1,2,True,0,0.8374999999999999,0.1962141687034858,13.0,12.75,-0.25
3732,False,16,1,31,0.2,20,62,0.01,21,0,1,False,0,0.7125,0.3649200825751669,22.2,21.41,-0.7899999999999991
3732,True,16,3,31,0.2,20,62,0.01,21,0,1,False,0,0.4749999999999999,0.3855731664245668,22.2,21.41,-0.7899999999999991
3733,False,16,1,11,0.99,-11,11,1.0,11,1,8,True,0,0.6124999999999999,0.3612478373637689,10.780000000000001,11.0,0.21999999999999886
3733,True,16,4,11,0.99,-11,11,1.0,11,1,8,True,0,0.5499999999999999,0.4098780306383839,10.780000000000001,11.0,0.21999999999999886
3735,True,18,5,25,1.0,25,33,0.1,27,0,1,True,0,0.8444444444444446,0.2525685049114449,25.0,27.6,2.6000000000000014
3737,True,18,3,6,0.01,0,12,0.1,2,1,4,False,0,0.8888888888888888,0.1843554395849907,0.06,3.0,2.94
3739,False,16,1,36,0.4,1,80,0.01,14,1,2,False,-1,0.525,0.3336665001664586,15.0,14.66,-0.33999999999999986
3739,True,16,4,36,0.4,1,80,0.01,14,1,2,False,-1,0.5625,0.3593976442141304,15.0,14.66,-0.33999999999999986
3740,True,20,3,18,1.0,18,18,0.9,-11,0,1,False,0,0.1,0.2635786110641877,18.0,15.1,-2.9000000000000004
3741,False,16,1,5,1.0,5,12,0.9,-34,0,1,False,0,0.275,0.3924283374069717,5.0,7.400000000000001,2.4000000000000012
3741,True,15,3,5,1.0,5,12,0.9,-34,0,1,False,0,0.6666666666666666,0.3677473252630061,5.0,7.400000000000001,2.4000000000000012
3742,True,18,3,15,1.0,15,52,0.5,-26,0,1,False,0,0.4777777777777779,0.3507228762822756,15.0,13.0,-2.0
3743,True,19,4,-7,1.0,-7,43,0.1,-13,1,4,False,0,0.6210526315789473,0.3938117815635353,-7.0,-7.400000000000001,-0.40000000000000124
3745,False,16,1,29,1.0,29,29,0.5,27,0,1,True,0,0.15,0.2875181153713043,29.0,28.0,-1.0
3746,True,18,4,70,0.01,18,17,0.95,10,0,1,False,0,0.1555555555555555,0.2791209356748901,18.52,16.65,-1.870000000000001
3752,True,18,4,43,0.5,-3,95,0.05,19,0,1,False,0,0.6777777777777777,0.3703028260849976,20.0,22.8,2.8000000000000007
3755,True,18,4,-8,0.1,-8,-6,0.95,-18,2,2,True,0,0.3888888888888889,0.3393573318683574,-8.0,-6.6,1.4000000000000004
3756,True,18,3,18,1.0,18,36,0.6,-3,0,1,False,0,0.5222222222222223,0.3949021554996891,18.0,20.4,2.3999999999999986
3759,True,19,5,13,1.0,13,15,0.1,15,0,1,False,0,0.7894736842105262,0.3160427833943887,13.0,15.0,2.0
3760,False,16,1,0,0.6,-3,2,0.1,-2,2,6,False,1,0.6000000000000001,0.4381780460041329,-1.2000000000000002,-1.6,-0.3999999999999999
3760,True,16,4,0,0.6,-3,2,0.1,-2,2,6,False,1,0.6749999999999999,0.3855731664245668,-1.2000000000000002,-1.6,-0.3999999999999999
3761,False,16,1,23,0.6,-19,35,0.4,-18,0,1,False,0,0.4125,0.4161329915623929,6.199999999999998,3.200000000000001,-2.9999999999999973
3762,False,16,1,18,1.0,18,46,0.25,9,0,1,False,0,0.5576923076923077,0.4095314106773264,18.0,18.25,0.25
3762,True,15,2,18,1.0,18,46,0.25,9,0,1,False,0,0.52,0.3687817782917155,18.0,18.25,0.25
3763,True,18,2,5,1.0,5,11,0.8,-7,0,1,True,0,0.3666666666666667,0.344707889976085,5.0,7.400000000000001,2.4000000000000012
3767,True,18,4,17,1.0,17,54,0.5,-19,0,1,True,0,0.3555555555555556,0.3110177264140918,17.0,17.5,0.5
3769,False,16,1,4,1.0,4,26,0.25,1,1,6,False,0,0.7088235294117647,0.4232351919224828,4.0,7.25,3.25
3773,True,15,5,24,1.0,24,48,0.6,-19,0,1,False,0,0.2666666666666666,0.3598941643369749,24.0,21.199999999999996,-2.8000000000000043
3775,True,15,3,1,0.6,-16,6,0.2,-5,1,2,False,0,0.72,0.3277629805645711,-5.800000000000001,-2.8,3.000000000000001
3777,True,16,5,18,0.75,3,17,0.9,7,1,4,False,0,0.2625,0.3403429642777023,14.25,16.0,1.75
3778,True,16,5,-3,1.0,-3,94,0.25,-35,2,6,False,0,0.55,0.3687817782917155,-3.0,-2.75,0.25
3784,True,18,5,20,1.0,20,42,0.01,20,3,6,True,0,0.6444444444444444,0.46806513149375,20.0,20.220000000000002,0.22000000000000242
3786,True,18,2,30,0.25,25,45,0.1,25,0,1,False,0,0.5555555555555556,0.4527331667344882,26.25,27.0,0.75
3788,True,18,5,0,0.75,-40,19,0.4,-31,0,1,False,0,0.6222222222222222,0.3622731428982274,-10.0,-10.999999999999996,-0.9999999999999964
3789,True,32,5,16,1.0,16,33,0.75,-37,1,4,False,0,0.5187499999999999,0.3125725722183982,16.0,15.5,-0.5
3790,True,18,5,34,0.5,16,66,0.5,-20,0,1,False,0,0.2111111111111111,0.2867441755680876,25.0,23.0,-2.0
3792,False,16,1,19,1.0,19,35,0.5,3,0,1,False,0,0.4500000000000001,0.4163331998932265,19.0,19.0,0.0
3798,True,16,5,25,0.8,-22,25,0.5,10,0,1,True,0,0.775,0.2816617356570348,15.600000000000001,17.5,1.8999999999999986
3800,True,19,5,41,0.25,4,45,0.1,8,0,1,True,0,0.5894736842105263,0.3089313782884931,13.25,11.7,-1.5500000000000007
3802,False,15,1,1,1.0,1,10,0.5,-7,1,4,False,0,0.5466666666666667,0.3888934240098375,1.0,1.5,0.5
3803,False,15,1,-4,1.0,-4,56,0.1,-9,1,2,False,0,0.7694117647058824,0.3077448147145417,-4.0,-2.499999999999999,1.5000000000000009
3804,True,16,3,3,0.2,-5,18,0.2,-8,3,4,False,1,0.6124999999999999,0.3461695153148719,-3.4,-2.8000000000000003,0.5999999999999996
3806,False,15,1,12,1.0,12,21,0.5,4,2,5,False,0,0.6799999999999999,0.405674042269688,12.0,12.5,0.5
3807,False,16,1,9,1.0,9,21,0.1,9,2,6,False,0,0.9125,0.1927865832122834,9.0,10.2,1.1999999999999993
3808,False,16,1,78,0.4,-19,32,0.75,-15,0,1,False,0,0.6375,0.3518996068956789,19.800000000000004,20.25,0.44999999999999574
3809,True,15,5,22,1.0,22,51,0.05,22,0,1,False,0,0.9066666666666666,0.2120197654757238,22.0,23.45,1.4499999999999993
3810,False,15,1,52,0.05,-12,75,0.25,-37,0,1,False,0,0.6133333333333333,0.3814758308514571,-8.799999999999999,-9.0,-0.20000000000000107
3811,True,15,4,16,0.9,2,50,0.4,-12,0,1,False,0,0.4533333333333333,0.3661901665736508,14.6,12.8,-1.799999999999999
3814,True,32,2,19,0.8,-32,9,1.0,9,1,4,False,0,0.5312500000000001,0.3430766866215566,8.800000000000002,9.0,0.1999999999999975
3815,True,16,3,-7,1.0,-7,29,0.2,-14,0,1,False,0,0.7000000000000002,0.3346640106136302,-7.0,-5.4,1.5999999999999996
3816,True,18,2,8,1.0,8,59,0.4,-26,0,1,False,0,0.5555555555555556,0.3791976393296808,8.0,8.000000000000002,1.7763568394002505e-15
3818,True,19,4,27,1.0,27,40,0.05,23,0,1,False,0,0.4315789473684211,0.3606362149481992,27.0,23.849999999999998,-3.150000000000002
3819,True,16,3,82,0.4,-50,14,0.6,-11,3,2,False,0,0.575,0.3642343567906062,2.8000000000000043,4.0,1.1999999999999957
3823,True,16,2,-1,0.05,-6,-2,0.01,-5,1,8,False,0,0.8625,0.280178514522438,-5.749999999999999,-4.97,0.7799999999999994
3827,False,16,1,6,1.0,6,67,0.05,1,0,1,False,0,0.4500000000000001,0.4226897995772628,6.0,4.3,-1.7000000000000002
